nombre_chambre,superficie,adresse,prix,image_lien
2.0,0.0,Ngor                                                                                Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ac20c683d42c14bc2cdd0ad0ab7d5c2/-/horizon-files-prod/ed/picture/q78w62wn/6821e6c5076a08b8a03013d2710b5878664e455f.jpg
3.0,130.0,Point-e                                                                                Dakar,100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/936ee5b607231924aa06b3b713292875/-/horizon-files-prod/ed/picture/qq4747k6/2975cb5760a280066050345dca99ac82ac961a19.jpg
2.0,110.0,Sicap foire                                                                                Dakar,60000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/056a8fad3fc9b2721d061c078c326a6b/-/horizon-files-prod/ed/picture/qznk0qr/06ecc0557aa2b27ec0db7561479733df766e4f82.jpg
1.0,0.0,Ouakam                                                                                Dakar,17500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46debcf8a779e7bf595af885f48d1f3a/-/horizon-files-prod/ed/picture/qxj27em8/f8771d43bb962dc70bd62a723bca2038b447b4d0.jpg
1.0,0.0,Ngor                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/747f6253bede267e61d508cfe32aa2b7/-/horizon-files-prod/ed/picture/q7mqe8d/d3cae5268634a0698cf5852e1bb2e83c53c09895.jpg
0.0,0.0,Almadies 2                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0c476ce4bdbbfa30108ca58fc9a353b/-/horizon-files-prod/ed/picture/qpdm8m40/bcd1df5f0576c9b49eaf93a21c3ccf2ab2b30bae.jpg
1.0,0.0,Almadies                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0d73181e1db186261bd07270b819f40/-/horizon-files-prod/ed/picture/q0gwq7rz/ddf6e4981184e00116ebe7ada43dbc12b0f292ba.jpg
1.0,25.0,Sicap Liberté                                                                                Dakar,17500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88cf2f048d2a2e42f27e0dbb3e68daba/-/horizon-files-prod/ed/picture/qdm0r50/1d45f5c98348bd6605cd52d217f2c75f161ea4ad.jpg
0.0,0.0,Thiès                                                                                Thiès,17000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f2b0439904e1be697ac97372238960a/-/horizon-files-prod/ed/picture/qm5gqevr/3685690d461bb5c8812bc665357cc9f1ad3c0703.jpg
3.0,0.0,Grand-Yoff                                                                                Dakar,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb9244d1971f4ebed257d161ffba1688/-/horizon-files-prod/ed/picture/q0g744dw/3f254a1891c75311dcc41ab2f175b514059bdfa0.jpg
1.0,0.0,Ngor                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e40a9873f9422a0b8dad0e4992e14a40/-/horizon-files-prod/ed/picture/qv4w0nzw/93920da8a199287a485401d3ead75e19bac85af2.jpg
2.0,100.0,Cité assemblée                                                                                Dakar,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/721bcace75c1eb46e954a822e443d851/-/horizon-files-prod/ed/picture/qv4ejm4m/fb46110ea9947fad088f6f689d3ad9a68b2ef160.jpg
3.0,0.0,Virage                                                                                Dakar,100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff8124c6b24bbb46b09bd5ebaefe5174/-/horizon-files-prod/ed/picture/qzvpzeq9/e910a95ace098b594e5c50afe615e4cb61deda59.jpg
0.0,0.0,Plateau                                                                                Dakar,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f985c445f0cd8a4db62e41388d07e91/-/horizon-files-prod/ed/picture/qrz8x6k2/b50268eed0ed1d8a16e99075935d34810de06913.jpg
0.0,0.0,Mamelles                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ad819fc82d1ec5a8607a88a482337c3/-/horizon-files-prod/ed/picture/q6xd7knd/44f582d62274a676eae3798cd1b6ce86b7415b63.jpg
3.0,0.0,Almadies                                                                                Dakar,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/14266f9deab68f5cfd10e6b1abd8991f/-/horizon-files-prod/ed/picture/qwepwr2d/395dd1350bc959d5abd4ea5f28240c036d2f93cc.jpg
8.0,200.0,Almadies                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f54b94f9fddf279432530b52ac49ca3/-/horizon-files-prod/ed/picture/q76d0wg/764b2eef853d4e1e306d939f136cb5ede237fd47.jpg
3.0,200.0,Almadies                                                                                Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69094d5d40c99fda43aad18cd852c2b1/-/horizon-files-prod/ed/picture/qrz8k9m5/ec8f8575ad18ca777af7ad7771b07300c1004dfd.jpg
1.0,30.0,Thiès                                                                                Thiès,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d70fda1fe23ee98471abe7305065fbb/-/horizon-files-prod/ed/picture/q7q7k7x/d064d1282d8a8643b736a8599dd35a482e5914c9.jpg
0.0,0.0,Ouest foire                                                                                Dakar,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/274b7f003f289b68cf8d0a4901fdb79e/-/horizon-files-prod/ed/picture/q2j00dg2/a04661cd2b5140014460de0beb1ba6619fab5a40.jpg
2.0,75.0,Ouakam                                                                                Dakar,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce5fea0653615041daa635f41d9fc7e0/-/horizon-files-prod/ed/picture/qgqw6r08/23c7e507fa018b51423413305c38e787397f2ff8.jpg
2.0,0.0,Mamelles                                                                                Dakar,32500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1922d06cb281b0e283044e2653dbb1f4/-/horizon-files-prod/ed/picture/qj4q27d5/00aaa106a022a95e0bf9d0c7028e858d1fe7fc33.jpg
3.0,0.0,Almadies                                                                                Dakar,2600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5fc5ef61998498affdbf5857cbe4d7e3/-/horizon-files-prod/ed/picture/qngpv9pr/06725224cb95cb880b07184fab5c33c70ba1e5d7.jpg
3.0,150.0,Mamelles                                                                                Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d6bd4fbdc90f469fbe09feb91de96ac/-/horizon-files-prod/ed/picture/qm5gm5mw/5c7645dba019820fce01cabc5e811cc785f4d76a.jpg
2.0,100.0,VDN                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b278b31732d1fd92fb67e80c4d421adf/-/horizon-files-prod/ed/picture/qq425grj/e98e37a29c68339a48643670d5b195f7074b0a64.jpg
1.0,0.0,Sud foire                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/118a8ac3dc371785a190a9c58d822c92/-/horizon-files-prod/ed/picture/migrated/qm047n9/1299ad14635fa336b08f150a682e25cf15bbdfd7.jpg
2.0,75.0,Cite Mixta                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/90b9fc43ccde818a9b63125c12d0aaef/-/horizon-files-prod/ed/picture/q8v5p27j/3f67cc1b0576cee1fc87e94a740a3f92a8356674.jpg
2.0,0.0,Somone                                                                                Thiès,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f5e6872db650607568b654703ef3cdbd/-/horizon-files-prod/ed/picture/qrz8xwz8/e271489c313317a0b3281cda9dd279273d6b6c01.jpg
2.0,0.0,Ouest foire                                                                                Dakar,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/476e0bd87b89121b99642585058dfa4e/-/horizon-files-prod/ed/picture/qzvpqn9k/4c40d8c9c10762e726bfb9270bac828f0c8680dd.jpg
3.0,0.0,Ouest foire                                                                                Dakar,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/833c2d3f34e986f2fc2f918dd4ae0d21/-/horizon-files-prod/ed/picture/q78wgp9m/e4681d21c94c392dbd3346b9d3c9f1eae84f6117.jpg
2.0,0.0,Ouest foire                                                                                Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5190b9900fc9e3138b7f6f7db8e30902/-/horizon-files-prod/ed/picture/qkr8zv0p/d6e4426720fe4fdbfcc6cf1fed6380079fd6b1ef.jpg
1.0,40.0,Plateau                                                                                Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a087673a75715853c07e0cddd0386d12/-/horizon-files-prod/ed/picture/q0gwvpnm/7ce9e9991188e511063460aab6e4863f6068106b.jpg
3.0,120.0,Cité Damel                                                                                Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75d0f6d0e5e34e8608cb71b9cd276104/-/horizon-files-prod/ed/picture/qngp87p0/f6fe9f53227d87d9957dd8d9f2dabf1c902b767e.jpg
0.0,96.0,Ngor                                                                                Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61df2dbdfc48137e9674a8c1a017c02d/-/horizon-files-prod/ed/picture/qpkq7dv/0c8e5d1b75a9d6e807cd07ad37eedff38fc3d4b2.jpg
3.0,0.0,Hann marinas                                                                                Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/715bfb7c6a4cd0815c97ad4bdce30961/-/horizon-files-prod/ed/picture/qkr8zn5n/b9a9f556a6b06883559355c8e673ab5fc81aaf50.jpg
3.0,200.0,Virage                                                                                Dakar,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8edb7a71b290fa3a8ebf9042b0d8ccac/-/horizon-files-prod/ed/picture/qq44k8mk/b69ee35058895db6452a48fa00b939e41767d746.jpg
0.0,0.0,Djily mbaye                                                                                Dakar,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e26c4cf19e99cb7ee1823e7c553ff9ff/-/horizon-files-prod/ed/picture/qpdm457w/16e328c6b172ad67b432d8ba999a3f4a8a84b9ba.jpg
2.0,80.0,Saly                                                                                Thiès,70000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/534d219da7ab34f833d4135efc9a15a4/-/horizon-files-prod/ed/picture/qmw6rk2/8be905a6f4311a8a578792a87ec89dd82e9a1de5.jpg
2.0,110.0,Ouakam                                                                                Dakar,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/87464b97e6d82efdd30ca0805b520606/-/horizon-files-prod/ed/picture/qxjp2vew/a3fd2e5cf4fd429f19760dd115e9ec0a0d906182.jpg
1.0,0.0,Liberte 6                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35756f7314dc9fe29611d056044be91c/-/horizon-files-prod/ed/picture/qwep686g/1b22ec2dbb2204da3affd051af9d2619ea2fff53.jpg
1.0,0.0,Hann maristes                                                                                Dakar,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ace470a44b1301f4f3080f3c29ba3373/-/horizon-files-prod/ed/picture/qdekxrgw/b0bd64dbb0bde1adbd172ddff01c739526c17072.jpg
3.0,0.0,Virage                                                                                Dakar,85000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bdd4d72d24549adef45aea7bd919c88b/-/horizon-files-prod/ed/picture/qm5gwk0j/25243979f8a1762be84dbaea29e294080ee94b66.jpg
3.0,0.0,Sacré-cœur                                                                                Dakar,55000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f100c0e8e4a9c491f91442859a6e0c63/-/horizon-files-prod/ed/picture/q56d29w6/22837070fe4078ec8b66be6c556168c19a581b4b.jpg
2.0,0.0,Liberte 6                                                                                Dakar,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1274871f2e3405797e9e4e62ae76cfd0/-/horizon-files-prod/ed/picture/q6ekr9p/12bd1fae7244ff26789f74b0365f861a6edd4517.jpg
1.0,45.0,Ouakam                                                                                Dakar,18000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7a7f27814d2e2ba43cadff956cb0321d/-/horizon-files-prod/ed/picture/q44npk8p/8191e3464517fec5375592afdc55e12fc89cc919.jpg
3.0,130.0,Almadies                                                                                Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c297b011125b66157ba751681fd4f9e/-/horizon-files-prod/ed/picture/qv4wxr0k/aaba3cb9ea5bd01566aefc3546fa76340246805a.jpg
2.0,100.0,Ouakam                                                                                Dakar,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b9413fa7d4f78112a5cc9229d011550/-/horizon-files-prod/ed/picture/qngpkn59/551c00952301adf6f7218d86a4f87746631ae432.jpg
3.0,250.0,Thiès                                                                                Thiès,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/101e50175cce698bfb1f2277a2ddec9c/-/horizon-files-prod/ed/picture/q8jq84j/e25e03065c40aed05827f3672095e194de1232d1.jpg
1.0,0.0,Almadies                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7fc29738952f97603c67deb087ed66ff/-/horizon-files-prod/ed/picture/qm5g6r8g/27eddcd09c69a89f465417d2ffae95e229705d18.jpg
0.0,0.0,Yoff                                                                                Dakar,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c59a302cbb2c0838b514d83ba6e7b5f1/-/horizon-files-prod/ed/picture/migrated/q0n8erk/54b72705a7dfd93eb93472d055af0041e7a63f7d.jpg
1.0,0.0,Almadies                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0d73181e1db186261bd07270b819f40/-/horizon-files-prod/ed/picture/q0gwq7rz/ddf6e4981184e00116ebe7ada43dbc12b0f292ba.jpg
2.0,90.0,Cité keur gorgui                                                                                Dakar,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6cfce14eb40aad74434e8f4832cd90e2/-/horizon-files-prod/ed/picture/qwezdvpg/1009b721de4c17ef7acceeb182101813e615661d.jpg
3.0,250.0,Fann                                                                                Dakar,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7bc9f16f15e1f11251d8650e591635a3/-/horizon-files-prod/ed/picture/qzvpk49d/66097fb8fd5b4213a5419f0406f9115cf3c5eab7.jpg
8.0,200.0,Ngaparou                                                                                Thiès,299000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc9ceef7453173eadc20d308fcbd27a5/-/horizon-files-prod/ed/picture/qde7g747/52246a38d349381e2245d91f31d6cfb7e990fe1a.jpg
1.0,0.0,Liberte 6                                                                                Dakar,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8555ac80f84654dceb2c9d1e285a7c42/-/horizon-files-prod/ed/picture/q6xkezrj/602f0e9550d4675c464481558f5d52bd04b3e2ea.jpg
1.0,0.0,Liberte 6                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a177839f8b3b28503d24ec1d8e855702/-/horizon-files-prod/ed/picture/q2xrq78/01e5e89320275460fc10ee39892c8fcf0801dbfe.jpg
1.0,0.0,Liberte 6                                                                                Dakar,27500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81cad66ecd37dfd45d0a6f58346f304a/-/horizon-files-prod/ed/picture/q04pwzg/7c8a512ea0e61d736bc1459a5f5e2800e1d916cb.jpg
0.0,0.0,Touba                                                                                Diourbel,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae133b975d73498e4d827b38f9b92c07/-/horizon-files-prod/ed/picture/qj4qxdg8/98fa4cac137e7b9baa7def311135025584cfdf83.jpg
0.0,0.0,Somone                                                                                Thiès,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9f1cf44d8be3ba48c601fbd53223df3/-/horizon-files-prod/ed/picture/qde72zqr/4dbd54118c3f6083a207023343a041d715dd9670.jpg
0.0,0.0,Somone                                                                                Thiès,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60ba012655f5e3681c56c3f5ff649836/-/horizon-files-prod/ed/picture/qpdmjekj/88e09d27fab019e3168f065e41aed93082058f8d.jpg
2.0,85.0,Ngor                                                                                Dakar,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/beb92baac60760b349a046d2ad9437e9/-/horizon-files-prod/ed/picture/q56x7n9e/60efa6b93e3cdd31f3e7c781b2241c526235c541.jpg
3.0,200.0,Almadies                                                                                Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69094d5d40c99fda43aad18cd852c2b1/-/horizon-files-prod/ed/picture/qrz8k9m5/ec8f8575ad18ca777af7ad7771b07300c1004dfd.jpg
0.0,0.0,Liberte 6                                                                                Dakar,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f53210fc345d32541ae4ee0fc5d8677a/-/horizon-files-prod/ed/picture/qzv400gd/3cb6f87661c7bae7b5890c1cfe965c69b0e4a8b3.jpg
1.0,100.0,Sicap Sacré-cœur                                                                                Dakar,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6135c91e3a7d5a1db9161d443ff9be3b/-/horizon-files-prod/ed/picture/qjg2464/fd6e42e03a224d09b84456cdde6e8007f017b966.jpg
3.0,0.0,Liberte 4                                                                                Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b8b376389d7a48952b34736c09e246f/-/horizon-files-prod/ed/picture/qde7j4j7/e81f45d61a5d05cdd59b72a953f8101d892d5a9a.jpg
1.0,20.0,Avenue Bourguiba                                                                                Dakar,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7ab666d52a9121295626002d6b226cb/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/qpdm76pw/f1588d6fd4edb3c062e3a9a490511e6cc2d0f837.jpg
0.0,0.0,VDN                                                                                Dakar,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8b43ed04be9491711f4891dcf8e30ea/-/horizon-files-prod/ed/picture/q9m9wej5/d612d434291d5d2d7a261538debd5fefe4101200.jpg
1.0,0.0,Yoff                                                                                Dakar,19000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/27266c5d5c8f6272e1ca0d24430f62de/-/horizon-files-prod/ed/picture/q8v4p2jj/603533f92f6e3b73efbeceb48aed9b1a49e7a800.jpg
3.0,130.0,Sacré-cœur                                                                                Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/acae0f5e5a47902fe5d6b944194e3d95/-/horizon-files-prod/ed/picture/qrzvdnn5/97c8b9d074b3349557e72aaa59473a2d756f7434.jpg
3.0,200.0,Virage                                                                                Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3b23c22b031921a5d1e1595c60c704f/-/horizon-files-prod/ed/picture/q44ng7z9/142106d9158511bc85abba6a674fdb7e5b815cbe.jpg
0.0,0.0,Mermoz                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c773a8dc3d3b4f32b5d81cf0ff0730d3/-/horizon-files-prod/ed/picture/migrated/qp00rn0/31cb47adc5241086e6aa5a73134d94084e0666d6.jpg
2.0,30.0,Almadies                                                                                Dakar,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95a9fc0f49f07df7fa35c71c6a1e3613/-/horizon-files-prod/ed/picture/qxjp60qq/55480b824fe6a5d6c2fe65506f31195359f62f8a.jpg
1.0,0.0,Almadies                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0d73181e1db186261bd07270b819f40/-/horizon-files-prod/ed/picture/q0gwq7rz/ddf6e4981184e00116ebe7ada43dbc12b0f292ba.jpg
1.0,75.0,Mamelles                                                                                Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7ef3b0a7f4a5c9d4c9dfe1c7e6dd225/-/horizon-files-prod/ed/picture/qngpq27w/e0e213e967c15ce1cca0e0c8a03c87aea36ace51.jpg
1.0,75.0,Mamelles                                                                                Dakar,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dcb70a36fd8f1bc1f5347983d19ea279/-/horizon-files-prod/ed/picture/qwep6jgj/8d07ef65ff0798a3e1d4d71c6a64a97664a4f0c6.jpg
0.0,0.0,Amitié                                                                                Dakar,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3dbc06ee9d8275fb4ff485f1ccf35574/-/horizon-files-prod/ed/picture/qj4j0v4e/4287c32584813bfc4fa1ecd95c2eff540a5586b7.jpg
1.0,0.0,Ouest foire                                                                                Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7c96a2729c0857b2f1269da8f8fc483/-/horizon-files-prod/ed/picture/q78w992z/8ba2b191c3af9caf24f0f36c6e4834766ac3aa5e.jpg
1.0,0.0,Hann maristes                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4139875a03cfa585b72b97bbdce0ff4d/-/horizon-files-prod/ed/picture/qxjpkwrq/963800d0ea745429a57769c17df10edff4333487.jpg
1.0,58.0,Mamelles                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ebfd9173ba86b83a72a95d1e6479ae86/-/horizon-files-prod/ed/picture/qenvkwm6/0bd9bd02c6720b7ae5e3e548d1024ebd6b5cdc4a.jpg
2.0,180.0,Plateau                                                                                Dakar,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f7142f8fda72e79362721670b11e2ef/-/horizon-files-prod/ed/picture/qq427754/c074d611904b4799a2f81365bf93eb3670b9b615.jpg
2.0,100.0,Hann maristes                                                                                Dakar,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/172ff83a1ef606c1213e96f920606363/-/horizon-files-prod/ed/picture/q785ezde/e8b4b82b83777ed340b3b402700ada2ee7abf9a0.jpg
1.0,0.0,Parcelles Assainies                                                                                Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c6e0a1c9d14df37e05dbaaa7f4bc2962/-/horizon-files-prod/ed/picture/qrz8x7k5/4a68704f92d25895bcd0cd568d531e1885acf7d7.jpg
2.0,0.0,Ouakam                                                                                Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c794543e8031c4ff09e2b6d1ddc1e22/-/horizon-files-prod/ed/picture/qweppv6j/a42383bed67e8d5c56d1797e902fce12d37c49b8.jpg
1.0,0.0,Liberte 6                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35756f7314dc9fe29611d056044be91c/-/horizon-files-prod/ed/picture/qwep686g/1b22ec2dbb2204da3affd051af9d2619ea2fff53.jpg
1.0,70.0,Ouakam                                                                                Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/38100aa6f35d2e91531bd1e81181cfc6/-/horizon-files-prod/ed/picture/q9mjr6rv/a1990ebb03f2d925252c64eb3647dcd6eccd9de3.jpg
2.0,0.0,Virage                                                                                Dakar,60000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/27e16dd18b87e69ba470ec2b4270c69b/-/horizon-files-prod/ed/picture/qj4qgqge/906229d39aae1ac41f4c08d712891b4da9e5aba2.jpg
1.0,68.0,Hlm grand-yoff                                                                                Dakar,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d42bb6ecd6147fd27f39cbe7131eb675/-/horizon-files-prod/ed/picture/qwepxrrm/7bec8c99c32e051a28eb67c9ac88b71c6e34276a.jpg
2.0,60.0,Ouakam                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/db9b88779b4dedc528dfbc28796bfe38/-/horizon-files-prod/ed/picture/qm5gwj92/8108c33126cc48fb0606b72054aae85b47e77507.jpg
3.0,92.0,Hlm grand-yoff                                                                                Dakar,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/555cbbe5231bd1a663a5d03b004bd30c/-/horizon-files-prod/ed/picture/q56dkz2x/afa0d596a34ba491ecff7b16192e8f1e5e905a3f.png
1.0,50.0,Fann                                                                                Dakar,950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/354cda09c4141278d70d935072cc05e7/-/horizon-files-prod/ed/picture/q0xvvkj/cb1c44b1db5b22d5ce0f1c994c5fbbe18c30d1ba.jpg
3.0,150.0,Mamelles                                                                                Dakar,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/63c903399599ca9fb09db87b424f7c32/-/horizon-files-prod/ed/picture/qzvpj46k/dc0a91ed2c8a2ed45d0d1c439b73a24e718df936.jpg
0.0,0.0,Ngor                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a1018f02040823c92492b61415fcac4d/-/horizon-files-prod/ed/picture/qzvpw78d/154a19b31aea45946d454a054b9e0bbca86aea0a.jpg
2.0,60.0,Ouakam                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/23b27b52bb11b62387cccda6f08b6ee5/-/horizon-files-prod/ed/picture/qv4wzdrk/d7189f298a66706954245b185bc8fa7c813bd939.jpg
0.0,49.0,Ouakam                                                                                Dakar,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c475e97863b93d43f880c6609900668c/-/horizon-files-prod/ed/picture/qzvpx808/4705ba777e5b44c50db5f994dac6a465fda9de8c.jpg
1.0,0.0,Almadies                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0d73181e1db186261bd07270b819f40/-/horizon-files-prod/ed/picture/q0gwq7rz/ddf6e4981184e00116ebe7ada43dbc12b0f292ba.jpg
2.0,60.0,Ouakam                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e167393ad5b346205eeb53adaa70f6b6/-/horizon-files-prod/ed/picture/qm5gn072/272cfe2816ff3749948ccbfe94b78059ca3a89e9.jpg
2.0,60.0,Mamelles                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2335412b9e24af1b63d495f2c6380a9a/-/horizon-files-prod/ed/picture/q0g78508/c73e06b37c96be6f9717581a05e4694ebb6eae13.jpg
2.0,0.0,Almadies                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7f69f1c15435d35b0b063781ee1e7e3/-/horizon-files-prod/ed/picture/qzvd7p99/6bb8eda6428efce74582af0e4ac21baafa36623c.jpg
2.0,75.0,Sacré-cœur                                                                                Dakar,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/89a9b0deb8bd0a29df4d4e86587dfff0/-/horizon-files-prod/ed/picture/qrz80e02/8388f8084773c928d54058578e272dda8a065493.jpg
0.0,0.0,Ngaparou                                                                                Thiès,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b0052023cd38e7437d91cd463ca26b5/-/horizon-files-prod/ed/picture/qwep6kej/bb4fb6db1c1a114986ead775ded2eb9f8de4f7bb.jpg
3.0,120.0,Mamelles                                                                                Dakar,70000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfdb03a458180d8f04241e672b926d14/-/horizon-files-prod/ed/picture/q2j0xwzp/d428530ab2810262cb308222306df036589bde40.jpg
0.0,0.0,Cité keur gorgui                                                                                Dakar,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb9fea4af67513d0973c14db93c6ff8f/-/horizon-files-prod/ed/picture/q8v4nkg9/fbed39b3942077ecf3a3af456512fefb9ff8aa78.jpg
12.0,15.0,Sicap foire                                                                                Dakar,12500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6efa522a3f06611c3a6b459461fac5dc/-/horizon-files-prod/ed/picture/qj444w7d/9680f98778427921143c06038877b4a29e2ffb95.jpg
10.0,0.0,Yoff                                                                                Dakar,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bdd43e16c3f930d9357f4eaa95cbb47f/-/horizon-files-prod/ed/picture/migrated/qvdrn4w/e14360479f4f98f20e90a70da11e10d44a5db5e0.jpg
1.0,90.0,Mermoz                                                                                Dakar,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2ae1e02108680ac738dc7204b3e8f2a/-/horizon-files-prod/ed/picture/qrzv5wp9/fe999fe36a3f679483ea95e34c719312503918a9.jpg
