nombre_chambre,superficie,adresse,prix,image_lien
3.0,0.0,Almadies 2                                                                                Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67a6155dc48a786a9d6b743c4ec5402e/-/horizon-files-prod/ed/picture/qrz8xnnx/4995624fd18c14d20dcac18196788cc0f37bf29b.jpg
3.0,0.0,Almadies                                                                                Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/66895e1b9eccca397101a8ef106aea5b/-/horizon-files-prod/ed/picture/q6xk90m7/1fe4503d3810a0d02545ba17e3b9ba39159dad3c.jpg
3.0,150.0,Virage                                                                                Dakar,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e87821d5328f5c911b7755f9e6d34a/-/horizon-files-prod/ed/picture/qenvk57x/a53114d66faca02c65ce6ed697f9514ff4796cc4.jpg
2.0,0.0,Mamelles                                                                                Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/992b02639249109b3d8984235bf88858/-/horizon-files-prod/ed/picture/q44ngr0p/a58b07fc36c1c10fb06e4b7d180a94ca7c6c703c.jpg
3.0,0.0,Yoff                                                                                Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a14d5e8e3f41472dcf74c43393d1e84/-/horizon-files-prod/ed/picture/qngxrk4w/c213103f730dbf9a03094a7d5be07181c476363c.jpg
2.0,0.0,Mamelles                                                                                Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/90a41d262c0eb95f8af4e8e3d7c6bbb9/-/horizon-files-prod/ed/picture/q0gw6mnd/b130c29fd5adca3cc7160753a50b61ef6fbc54a8.jpg
3.0,220.0,Almadies                                                                                Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/16104d18b0240ff3452ba74b338fc2f2/-/horizon-files-prod/ed/picture/qpdm4z7x/a6338fa70f542b078a3ead7dc770db5385955af0.jpg
2.0,0.0,Hann marinas                                                                                Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56a3dcdc6f9cc4da3eda17fef1fd382a/-/horizon-files-prod/ed/picture/q0g74e08/2403a387cdd35829104589a7332a12fc73b0c0e5.jpg
3.0,180.0,Almadies                                                                                Dakar,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce8a25fdb3506bb19d816fbbbf907ccc/-/horizon-files-prod/ed/picture/q2j0xegp/51b9fd5965e2af7aa4c80ab034d2242a60aeddcb.jpg
3.0,0.0,Virage                                                                                Dakar,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fef7b7c2cfb832024cc1106a3fb363fb/-/horizon-files-prod/ed/picture/qq47mx0j/ec5a73db18650a03d9abc64c9ca76c1840ac8ab7.jpg
